location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due
OMR,Fleet,Tamil,Maruti,Swift,2015,10,Petrol,Manual,111399,Expired,Active,Major,OMR,9,108425,921,118425,180,Yes,No,Denied,Yes,Ashley,No,248,Call back later,OFF218,Engine Oil Discount,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4549,5,No,Delayed Pickup,49,72,17.0,45,-98,False
T Nagar,Retail,English,Maruti,Swift,2018,7,Petrol,Manual,45073,Expired,Expired,Major,T Nagar,2,42646,530,52646,2,No,No,Denied,No,Karen,No,292,Already serviced,OFF297,15% OFF AMC,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9135,5,No,Unresponsive,82,-21,0.0,-41,42,True
Velachery,Retail,Tamil,Ford,EcoSport,2022,3,Petrol,Automatic,55607,Active,Expired,Major,Velachery,2,51094,1503,61094,180,Yes,No,Denied,No,David,No,177,Already serviced,OFF933,10% OFF Labour,14-08-2025,No,No,No,No,No,No,Yes,No,Yes,5516,3,No,Poor Service,311,-131,0.0,309,34,True
OMR,Retail,English,Maruti,Swift,2020,5,Petrol,Automatic,11854,Expired,Active,Major,OMR,1,8588,194,18588,180,No,Yes,Denied,Yes,William,No,36,Not interested,OFF580,Engine Oil Discount,25-07-2025,No,No,No,No,No,No,No,No,No,8634,3,No,Poor Service,305,-125,7.0,509,14,True
Velachery,Fleet,Hindi,Toyota,Yaris,2020,5,Petrol,Manual,90149,Expired,Expired,Minor,Velachery,1,87637,1478,97637,180,Yes,Yes,No Response,Yes,Steven,No,174,Booked,OFF340,Engine Oil Discount,08-08-2025,No,No,No,No,No,No,No,No,No,7540,3,No,Delayed Pickup,253,-73,35.0,252,42,True
OMR,Retail,Hindi,Honda,City,2018,7,Petrol,Automatic,35987,Expired,Expired,Minor,OMR,7,32456,423,42456,180,No,No,Busy,Yes,Christopher,No,117,Booked,OFF114,Engine Oil Discount,08-08-2025,No,No,No,No,No,No,No,No,No,12196,1,Yes,Smooth Process,287,-107,206.0,286,34,True
Velachery,Retail,English,Hyundai,i20,2021,4,Petrol,Manual,119420,Expired,Expired,Major,Velachery,9,117719,2437,127719,-113,Yes,No,No Response,No,Karen,No,214,Call back later,OFF255,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9341,4,No,Satisfied,170,99,0.0,50,37,False
OMR,Fleet,English,Hyundai,i20,2016,9,Petrol,Manual,65027,Expired,Expired,Minor,OMR,8,61583,597,71583,180,Yes,Yes,Busy,No,April,No,249,Booked,OFF729,15% OFF AMC,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12475,2,No,Smooth Process,105,75,0.0,104,37,False
OMR,Fleet,Hindi,Ford,EcoSport,2021,4,Electric,Manual,113612,Expired,Active,Major,OMR,2,110822,2319,120822,180,Yes,Yes,No Response,No,Jeremy,No,197,Booked,OFF749,15% OFF AMC,12-08-2025,No,No,No,No,No,No,No,No,No,5115,1,No,Satisfied,157,23,0.0,156,38,False
T Nagar,Corporate,English,Maruti,Baleno,2018,7,Petrol,Automatic,82297,Expired,Expired,Minor,T Nagar,8,77404,968,87404,180,Yes,No,Denied,No,Roberto,No,232,Booked,OFF483,Free Wash,21-07-2025,No,No,No,No,No,No,No,No,No,6920,4,Yes,Smooth Process,191,-11,0.0,188,-6,True
Anna Nagar,Fleet,Tamil,Ford,EcoSport,2015,10,Petrol,Automatic,17347,Expired,Expired,Minor,Anna Nagar,2,15480,143,25480,180,No,Yes,Busy,Yes,Karen,No,102,Already serviced,OFF769,10% OFF Labour,01-08-2025,No,No,No,No,No,No,Yes,No,Yes,12130,2,No,Delayed Pickup,309,-129,34.0,306,35,True
T Nagar,Fleet,Hindi,Hyundai,i20,2020,5,Electric,Manual,67331,Expired,Active,Minor,T Nagar,9,65847,1104,75847,-54,No,No,Busy,No,David,No,134,Booked,OFF195,10% OFF Labour,26-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,13298,4,Yes,Delayed Pickup,172,38,0.0,52,39,False
OMR,Fleet,Hindi,Ford,EcoSport,2021,4,Electric,Manual,113612,Expired,Active,Major,OMR,2,110822,2319,120822,180,Yes,Yes,No Response,No,Jeremy,No,197,Booked,OFF749,15% OFF AMC,12-08-2025,No,No,No,No,No,No,No,No,No,8161,3,No,Delayed Pickup,157,23,0.0,210,38,False
Velachery,Fleet,Tamil,Maruti,Swift,2021,4,Petrol,Automatic,114504,Expired,Expired,Major,Velachery,9,110707,2337,120707,269,Yes,Yes,No Response,No,Ruth,No,169,Not interested,OFF376,15% OFF AMC,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13699,3,No,Average,298,-89,0.0,383,36,True
OMR,Retail,English,Hyundai,i10,2018,7,Petrol,Manual,64702,Expired,Expired,Minor,OMR,3,59920,761,69920,-86,Yes,No,No Response,No,Susan,No,215,Call back later,OFF936,Engine Oil Discount,03-08-2025,No,No,No,No,No,No,Yes,Yes,No,6550,5,Yes,Average,142,8,0.0,50,19,False
T Nagar,Retail,English,Ford,EcoSport,2017,8,Electric,Automatic,12758,Expired,Expired,Minor,T Nagar,7,8943,132,18943,180,Yes,Yes,Busy,Yes,Darrell,No,155,Already serviced,OFF760,Engine Oil Discount,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3033,5,No,Smooth Process,283,-103,19.0,281,-37,True
Anna Nagar,Retail,Hindi,Ford,EcoSport,2016,9,Electric,Manual,61177,Expired,Expired,Minor,Anna Nagar,6,59139,561,69139,328,Yes,No,Positive,No,Ashley,Yes,153,Booked,OFF890,15% OFF AMC,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5694,4,No,Unresponsive,268,-88,0.0,414,38,True
Velachery,Corporate,Hindi,Ford,Aspire,2016,9,Electric,Automatic,15027,Expired,Expired,Minor,Velachery,4,10581,138,20581,180,Yes,Yes,Busy,Yes,Timothy,No,222,Call back later,OFF789,Free Wash,26-07-2025,No,No,No,No,No,No,No,No,No,8382,4,Yes,Delayed Pickup,132,48,16.0,128,-98,False
T Nagar,Fleet,Hindi,Hyundai,i20,2020,5,Electric,Manual,67331,Expired,Active,Minor,T Nagar,9,65847,1104,75847,-54,No,No,Busy,No,David,No,134,Booked,OFF195,10% OFF Labour,26-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,12899,4,Yes,Smooth Process,172,38,0.0,113,39,False
T Nagar,Corporate,English,Ford,Aspire,2017,8,Diesel,Manual,50620,Expired,Active,Minor,T Nagar,9,48282,522,58282,474,No,Yes,No Response,No,Julie,No,152,Booked,OFF350,10% OFF Labour,02-08-2025,No,No,No,No,No,No,Yes,No,Yes,14823,4,Yes,Delayed Pickup,242,-62,0.0,535,33,True
OMR,Fleet,Tamil,Hyundai,Creta,2016,9,Petrol,Manual,106348,Expired,Active,Major,OMR,7,104205,976,114205,91,No,Yes,Busy,No,Brian,No,32,Not interested,OFF577,Free Wash,26-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10663,4,Yes,Unresponsive,85,-112,0.0,-38,41,True
Anna Nagar,Corporate,English,Ford,Aspire,2017,8,Petrol,Manual,40065,Expired,Active,Minor,Anna Nagar,1,37944,413,47944,180,Yes,Yes,Denied,Yes,Sean,No,132,Booked,OFF985,10% OFF Labour,07-08-2025,No,No,No,No,No,No,No,No,No,9544,4,No,Unresponsive,335,-155,86.0,539,32,True
Anna Nagar,Fleet,Tamil,Honda,City,2018,7,Petrol,Automatic,108292,Expired,Active,Major,Anna Nagar,3,103941,1274,113941,210,No,Yes,Positive,Yes,Jackie,Yes,242,Booked,OFF115,Free Wash,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4178,4,Yes,Delayed Pickup,359,-152,86.0,328,32,True
Velachery,Retail,Hindi,Honda,Jazz,2021,4,Diesel,Automatic,55653,Expired,Active,Major,Velachery,10,51969,1136,61969,180,Yes,No,Busy,No,Michael,No,256,Call back later,OFF551,10% OFF Labour,19-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14081,5,No,Satisfied,345,-165,0.0,343,147,True
OMR,Fleet,Tamil,Ford,EcoSport,2020,5,Electric,Automatic,60905,Expired,Expired,Minor,OMR,6,57460,998,67460,358,Yes,Yes,No Response,Yes,Stephen,No,271,Not interested,OFF885,Free Wash,16-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,12273,1,No,Delayed Pickup,332,-179,15.0,506,-67,True
Velachery,Retail,English,Honda,Jazz,2018,7,Electric,Manual,16880,Expired,Active,Major,Velachery,8,15469,199,25469,180,Yes,Yes,Busy,No,Michael,No,273,Already serviced,OFF766,Free Wash,30-07-2025,No,No,No,No,No,No,No,No,No,8811,2,Yes,Delayed Pickup,76,104,0.0,72,40,False
T Nagar,Retail,Tamil,Toyota,Yaris,2016,9,Petrol,Automatic,13779,Expired,Active,Minor,T Nagar,2,11061,126,21061,446,Yes,Yes,Denied,Yes,Christopher,No,79,Not interested,OFF973,Free Wash,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4742,3,No,Smooth Process,241,-207,-6.0,504,86,True
Velachery,Corporate,Tamil,Maruti,Swift,2022,3,Petrol,Manual,108848,Active,Active,Major,Velachery,2,104610,2942,114610,180,No,Yes,No Response,Yes,Megan,No,218,Not interested,OFF698,Engine Oil Discount,30-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,13490,1,Yes,Average,345,-165,18.0,343,-67,True
T Nagar,Retail,Hindi,Honda,Amaze,2016,9,Diesel,Manual,76132,Expired,Active,Minor,T Nagar,8,73333,698,83333,475,Yes,No,No Response,No,Colleen,No,228,Already serviced,OFF893,15% OFF AMC,17-08-2025,Yes,No,No,Yes,No,No,No,No,No,9468,4,No,Smooth Process,273,-93,0.0,565,37,True
OMR,Fleet,English,Toyota,Etios,2016,9,Diesel,Automatic,11620,Expired,Active,Major,OMR,7,7910,107,17910,180,Yes,No,No Response,No,Debra,No,106,Booked,OFF111,Free Wash,14-08-2025,No,No,No,No,No,No,No,No,No,12538,3,Yes,Average,155,25,0.0,179,16,False
Anna Nagar,Retail,Tamil,Honda,Amaze,2021,4,Diesel,Manual,69598,Expired,Expired,Major,Anna Nagar,5,65518,1420,75518,180,No,No,Positive,No,Alexis,Yes,39,Booked,OFF458,Free Wash,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9727,2,No,Delayed Pickup,310,-130,0.0,309,147,True
Velachery,Retail,English,Honda,Amaze,2018,7,Electric,Manual,85083,Expired,Expired,Minor,Velachery,7,81720,1001,91720,180,Yes,No,Positive,Yes,Christopher,Yes,228,Already serviced,OFF427,15% OFF AMC,25-07-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,12063,5,No,Poor Service,369,-189,16.0,366,-37,True
Anna Nagar,Corporate,Hindi,Hyundai,i20,2018,7,Diesel,Automatic,74254,Expired,Expired,Major,Anna Nagar,5,72859,874,82859,180,Yes,Yes,No Response,No,Brent,No,258,Not interested,OFF353,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,9051,1,No,Average,263,65,0.0,233,-37,False
Velachery,Fleet,English,Ford,EcoSport,2015,10,Electric,Manual,25432,Expired,Expired,Major,Velachery,5,23228,210,33228,180,No,Yes,Busy,Yes,Melissa,No,245,Booked,OFF412,15% OFF AMC,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12926,4,No,Delayed Pickup,56,-142,10.0,-66,17,True
OMR,Corporate,English,Honda,Amaze,2019,6,Petrol,Automatic,46073,Expired,Expired,Minor,OMR,10,44358,631,54358,180,Yes,No,No Response,Yes,Alejandra,No,150,Already serviced,OFF285,10% OFF Labour,16-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,11446,5,Yes,Average,185,-5,35.0,211,38,True
Anna Nagar,Retail,Tamil,Hyundai,i20,2017,8,Electric,Automatic,80381,Expired,Expired,Major,Anna Nagar,1,75961,829,85961,180,No,No,Positive,Yes,Meghan,Yes,199,Not interested,OFF167,Free Wash,14-08-2025,No,No,No,No,No,No,Yes,No,Yes,7434,2,Yes,Unresponsive,141,39,13.0,137,18,False
Anna Nagar,Corporate,Tamil,Hyundai,i10,2015,10,Electric,Manual,101946,Expired,Active,Minor,Anna Nagar,6,98804,843,108804,180,No,Yes,No Response,Yes,Douglas,No,167,Booked,OFF889,10% OFF Labour,27-07-2025,No,No,No,No,No,No,No,No,No,3867,4,No,Unresponsive,158,22,15.0,155,-98,False
T Nagar,Corporate,English,Ford,Figo,2021,4,Petrol,Manual,69468,Expired,Expired,Minor,T Nagar,4,67252,1418,77252,209,Yes,Yes,Denied,No,Jennifer,No,56,Not interested,OFF184,Free Wash,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,10746,4,Yes,Unresponsive,89,91,0.0,-34,206,False
Velachery,Corporate,Tamil,Maruti,Swift,2022,3,Petrol,Manual,104060,Active,Active,Minor,Velachery,6,101415,2812,111415,180,Yes,No,Positive,No,John,Yes,48,Call back later,OFF688,10% OFF Labour,21-07-2025,No,No,No,No,No,No,No,No,No,7230,3,Yes,Poor Service,215,-35,0.0,213,43,True
Anna Nagar,Corporate,Hindi,Ford,Figo,2021,4,Petrol,Automatic,100824,Expired,Active,Major,Anna Nagar,7,95906,2058,105906,239,No,Yes,Positive,No,Abigail,Yes,133,Already serviced,OFF949,Free Wash,31-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,12051,3,No,Smooth Process,90,90,0.0,-2,17,False
Velachery,Retail,English,Ford,EcoSport,2019,6,Electric,Manual,52421,Expired,Expired,Major,Velachery,9,47734,718,57734,180,Yes,Yes,Denied,Yes,Jeremy,No,94,Call back later,OFF355,Free Wash,21-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,13729,5,Yes,Poor Service,219,-39,12.0,215,15,True
Velachery,Retail,Hindi,Maruti,Baleno,2018,7,Petrol,Manual,72676,Expired,Active,Major,Velachery,7,68801,855,78801,180,No,Yes,Busy,Yes,Andrew,No,258,Not interested,OFF179,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14633,1,No,Smooth Process,65,115,33.0,63,38,False
Velachery,Fleet,Hindi,Maruti,Baleno,2015,10,Diesel,Automatic,70149,Expired,Active,Minor,Velachery,10,67219,580,77219,180,No,No,Denied,Yes,Richard,No,238,Not interested,OFF594,15% OFF AMC,04-08-2025,Yes,No,No,Yes,No,No,No,No,No,7907,1,No,Average,48,103,-98.0,46,-37,False
Velachery,Fleet,Hindi,Hyundai,i10,2020,5,Diesel,Automatic,18041,Expired,Expired,Minor,Velachery,2,15939,296,25939,180,No,No,No Response,No,Cynthia,No,156,Not interested,OFF148,Free Wash,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4651,3,Yes,Unresponsive,156,24,0.0,179,-128,False
T Nagar,Corporate,English,Maruti,Baleno,2018,7,Petrol,Automatic,82297,Expired,Expired,Minor,T Nagar,8,77404,968,87404,180,Yes,No,Denied,No,Roberto,No,232,Booked,OFF483,Free Wash,21-07-2025,No,No,No,No,No,No,No,No,No,5546,3,Yes,Poor Service,191,-11,0.0,190,-6,True
OMR,Retail,Tamil,Toyota,Etios,2018,7,Electric,Manual,29975,Expired,Expired,Minor,OMR,3,25837,353,35837,180,No,Yes,Denied,Yes,Lindsey,No,190,Call back later,OFF402,Free Wash,20-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7037,4,Yes,Average,88,-202,13.0,57,17,True
OMR,Retail,English,Maruti,Swift,2021,4,Petrol,Automatic,117989,Expired,Expired,Minor,OMR,1,116142,2408,126142,180,Yes,No,Positive,No,Amanda,Yes,89,Not interested,OFF903,Engine Oil Discount,22-07-2025,No,No,No,No,No,No,No,No,No,14658,4,Yes,Poor Service,228,-48,0.0,225,38,True
Velachery,Fleet,English,Ford,Figo,2022,3,Electric,Manual,34931,Active,Expired,Major,Velachery,6,33345,944,43345,180,Yes,Yes,Busy,Yes,Jack,No,228,Booked,OFF104,15% OFF AMC,05-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4561,3,No,Unresponsive,151,29,175.0,29,34,False
Velachery,Corporate,Hindi,Ford,EcoSport,2022,3,Petrol,Manual,88619,Active,Active,Major,Velachery,10,84600,2395,94600,180,No,Yes,Denied,Yes,James,No,84,Call back later,OFF319,15% OFF AMC,06-08-2025,No,No,No,No,No,No,No,No,No,11027,4,Yes,Smooth Process,369,-189,32.0,368,34,True
OMR,Retail,Tamil,Toyota,Yaris,2018,7,Petrol,Automatic,66917,Expired,Active,Minor,OMR,7,65736,787,75736,-25,Yes,No,Positive,No,Andrew,Yes,231,Already serviced,OFF929,10% OFF Labour,01-08-2025,No,No,No,No,No,No,No,No,No,3497,1,No,Poor Service,205,-25,0.0,85,-67,True
T Nagar,Corporate,Tamil,Toyota,Etios,2017,8,Electric,Automatic,52425,Expired,Expired,Major,T Nagar,2,49250,540,59250,91,Yes,No,No Response,No,Brian,No,217,Already serviced,OFF100,Engine Oil Discount,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13872,5,No,Satisfied,53,-50,0.0,-39,86,True
OMR,Fleet,Tamil,Honda,City,2018,7,Petrol,Manual,39769,Expired,Expired,Minor,OMR,4,35441,468,45441,-27,Yes,Yes,Positive,Yes,Jason,Yes,122,Not interested,OFF144,15% OFF AMC,14-08-2025,No,No,No,No,No,No,Yes,Yes,No,14790,4,Yes,Smooth Process,81,10,32.0,-11,36,False
Anna Nagar,Corporate,Hindi,Maruti,Swift,2015,10,Electric,Automatic,102390,Expired,Expired,Minor,Anna Nagar,2,100809,846,110809,2,No,No,Positive,Yes,Megan,Yes,271,Booked,OFF800,15% OFF AMC,07-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12298,3,No,Smooth Process,82,-21,86.0,51,147,True
Anna Nagar,Corporate,Hindi,Toyota,Innova,2015,10,Petrol,Automatic,27555,Expired,Expired,Major,Anna Nagar,6,26370,228,36370,62,No,Yes,Busy,No,Carlos,No,177,Booked,OFF495,Engine Oil Discount,26-07-2025,No,No,No,No,No,No,Yes,No,No,12751,4,No,Smooth Process,52,-20,0.0,-9,32,True
Velachery,Corporate,English,Hyundai,Creta,2021,4,Electric,Manual,60432,Expired,Expired,Major,Velachery,9,55907,1233,65907,61,Yes,Yes,No Response,No,Katie,No,87,Not interested,OFF545,Free Wash,25-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,9785,4,Yes,Smooth Process,84,-82,0.0,-39,18,True
Velachery,Corporate,Hindi,Toyota,Etios,2021,4,Diesel,Manual,48895,Expired,Active,Major,Velachery,5,45755,998,55755,180,No,No,Busy,Yes,Jeremy,No,297,Call back later,OFF922,15% OFF AMC,27-07-2025,No,No,No,No,No,No,No,No,No,7117,4,No,Satisfied,167,13,206.0,166,34,False
Velachery,Corporate,Tamil,Maruti,Swift,2016,9,Petrol,Manual,75410,Expired,Expired,Minor,Velachery,5,71527,692,81527,5,No,Yes,No Response,No,Shawn,No,132,Booked,OFF238,10% OFF Labour,12-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,7702,4,Yes,Smooth Process,206,-55,0.0,116,41,True
Velachery,Retail,English,Honda,Jazz,2018,7,Diesel,Automatic,46517,Expired,Active,Major,Velachery,9,43880,547,53880,445,No,Yes,Positive,No,Troy,Yes,121,Not interested,OFF139,10% OFF Labour,30-07-2025,No,No,No,No,No,No,No,No,No,14122,3,No,Poor Service,304,-124,0.0,273,25,True
Velachery,Fleet,Tamil,Maruti,Dzire,2016,9,Petrol,Automatic,59454,Expired,Expired,Major,Velachery,5,55019,545,65019,62,No,Yes,Busy,Yes,Perry,No,172,Call back later,OFF960,Engine Oil Discount,28-07-2025,No,No,No,No,No,No,No,No,No,6500,2,Yes,Unresponsive,354,1,16.0,232,-67,True
T Nagar,Retail,Tamil,Toyota,Innova,2021,4,Electric,Automatic,52739,Expired,Active,Minor,T Nagar,3,47837,1076,57837,180,No,No,Denied,Yes,Michael,No,62,Already serviced,OFF292,Engine Oil Discount,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4128,4,Yes,Unresponsive,109,101,18.0,105,-67,False
OMR,Fleet,English,Maruti,Dzire,2020,5,Petrol,Automatic,71112,Expired,Active,Major,OMR,2,66352,1166,76352,210,Yes,Yes,Positive,Yes,Ernest,Yes,40,Call back later,OFF907,10% OFF Labour,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13667,3,No,Satisfied,181,-1,-67.0,153,25,True
OMR,Corporate,Hindi,Toyota,Etios,2015,10,Petrol,Manual,44429,Expired,Expired,Major,OMR,5,41721,367,51721,180,Yes,No,Busy,Yes,Amber,No,171,Already serviced,OFF168,15% OFF AMC,01-08-2025,No,No,No,No,No,No,No,No,No,14652,3,Yes,Poor Service,335,-155,38.0,570,39,True
OMR,Retail,Tamil,Hyundai,i10,2018,7,Electric,Automatic,30446,Expired,Active,Minor,OMR,8,26932,358,36932,-27,Yes,Yes,Denied,No,Jonathan,No,191,Already serviced,OFF688,15% OFF AMC,22-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,6821,2,No,Smooth Process,112,9,0.0,51,175,False
OMR,Fleet,English,Honda,Jazz,2018,7,Electric,Manual,112404,Expired,Expired,Minor,OMR,2,109199,1322,119199,121,No,Yes,Denied,Yes,Robert,No,192,Booked,OFF782,15% OFF AMC,02-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,7967,4,No,Satisfied,324,63,11.0,294,15,False
Anna Nagar,Corporate,Hindi,Hyundai,Creta,2019,6,Diesel,Automatic,51136,Expired,Active,Minor,Anna Nagar,7,48068,700,58068,296,Yes,No,Busy,Yes,Joanna,No,37,Call back later,OFF223,Engine Oil Discount,13-08-2025,No,No,No,No,No,No,No,No,No,11413,2,Yes,Average,60,120,18.0,-32,-67,False
Velachery,Fleet,Tamil,Honda,City,2022,3,Petrol,Automatic,72737,Active,Expired,Minor,Velachery,6,69262,1966,79262,180,Yes,Yes,Denied,Yes,Erin,No,66,Not interested,OFF645,Engine Oil Discount,26-07-2025,No,No,No,No,No,No,No,No,No,6013,4,No,Delayed Pickup,231,97,11.0,229,14,False
OMR,Corporate,Tamil,Honda,City,2018,7,Electric,Manual,32946,Expired,Expired,Minor,OMR,7,28719,388,38719,180,No,Yes,No Response,Yes,Mark,No,182,Booked,OFF443,15% OFF AMC,01-08-2025,No,No,No,No,No,No,No,No,No,3688,4,No,Unresponsive,156,24,206.0,179,32,False
Anna Nagar,Fleet,English,Ford,EcoSport,2015,10,Diesel,Manual,23456,Expired,Expired,Major,Anna Nagar,10,20016,194,30016,180,No,Yes,Denied,No,David,No,278,Already serviced,OFF337,10% OFF Labour,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9105,2,No,Average,157,23,0.0,156,55,False
Anna Nagar,Fleet,Hindi,Toyota,Etios,2017,8,Electric,Manual,71995,Expired,Active,Minor,Anna Nagar,8,70445,742,80445,-27,No,No,No Response,No,Lynn,No,54,Already serviced,OFF201,Free Wash,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10555,3,No,Unresponsive,81,10,0.0,20,39,False
Velachery,Fleet,Tamil,Maruti,Swift,2018,7,Diesel,Manual,22156,Expired,Expired,Minor,Velachery,6,18684,261,28684,180,No,Yes,Denied,Yes,Michael,No,70,Not interested,OFF949,15% OFF AMC,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,10426,3,Yes,Smooth Process,316,-136,-67.0,314,55,True
OMR,Fleet,English,Toyota,Etios,2017,8,Electric,Automatic,118584,Expired,Expired,Minor,OMR,1,115844,1223,125844,180,Yes,No,Busy,No,Isaac,No,69,Not interested,OFF793,Engine Oil Discount,05-08-2025,No,No,No,No,No,No,No,No,No,14711,3,No,Unresponsive,105,75,0.0,104,-98,False
OMR,Retail,Tamil,Honda,Jazz,2022,3,Electric,Manual,61952,Active,Expired,Minor,OMR,3,59335,1674,69335,180,No,Yes,Busy,Yes,Cheryl,No,131,Not interested,OFF305,Engine Oil Discount,08-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,13814,1,Yes,Smooth Process,358,-121,55.0,297,147,True
Anna Nagar,Corporate,English,Honda,City,2016,9,Electric,Manual,104897,Expired,Active,Minor,Anna Nagar,9,103456,962,113456,180,No,No,Busy,Yes,Timothy,No,232,Already serviced,OFF223,Free Wash,23-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,12020,3,No,Poor Service,276,-96,25.0,537,175,True
T Nagar,Retail,English,Hyundai,i20,2022,3,Petrol,Manual,36106,Active,Expired,Minor,T Nagar,8,33513,976,43513,180,No,No,Busy,Yes,Joseph,No,296,Booked,OFF359,Engine Oil Discount,14-08-2025,No,No,No,No,No,No,Yes,No,No,4217,3,No,Unresponsive,103,77,13.0,102,19,False
Anna Nagar,Retail,Tamil,Toyota,Innova,2017,8,Petrol,Automatic,89556,Expired,Expired,Major,Anna Nagar,6,86629,923,96629,180,No,Yes,Busy,No,Jasmine,No,52,Not interested,OFF253,10% OFF Labour,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9102,4,Yes,Smooth Process,311,-131,0.0,310,-67,True
OMR,Fleet,Hindi,Maruti,Dzire,2018,7,Petrol,Automatic,105130,Expired,Expired,Major,OMR,2,101864,1237,111864,180,No,No,Denied,No,Lori,No,295,Not interested,OFF266,Engine Oil Discount,29-07-2025,No,No,No,No,No,No,Yes,No,No,9730,5,Yes,Satisfied,107,73,0.0,106,17,False
T Nagar,Corporate,Hindi,Maruti,Dzire,2022,3,Diesel,Automatic,118230,Active,Expired,Major,T Nagar,2,116088,3195,126088,180,No,Yes,Denied,No,Jeremy,No,202,Booked,OFF606,15% OFF AMC,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8931,5,No,Poor Service,369,-189,0.0,366,39,True
T Nagar,Fleet,Hindi,Maruti,Baleno,2018,7,Petrol,Automatic,14282,Expired,Active,Minor,T Nagar,6,9839,168,19839,356,No,No,Busy,No,Miranda,No,153,Already serviced,OFF297,Engine Oil Discount,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5341,4,Yes,Unresponsive,364,-184,0.0,333,38,True
OMR,Corporate,Hindi,Maruti,Baleno,2020,5,Petrol,Automatic,78864,Expired,Active,Minor,OMR,9,77212,1293,87212,180,No,No,Positive,No,Joshua,Yes,143,Call back later,OFF779,15% OFF AMC,17-08-2025,No,No,No,No,No,No,No,No,No,8726,3,Yes,Delayed Pickup,95,85,0.0,94,-98,False
