location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due,feedback_sentiment,service_urgent,predicted_urgency,customer_segment,personalized_message,preferred_channels
OMR,Retail,English,Maruti,Swift,2020,5,Petrol,Automatic,11854,Expired,Active,Major,OMR,1,8588,194,18588,180,No,Yes,Denied,Yes,William,No,36,Not interested,OFF580,Engine Oil Discount,25-07-2025,No,No,No,No,No,No,No,No,No,8634,3,No,Poor Service,303,-123,5.0,507,12,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Hindi,Toyota,Yaris,2020,5,Petrol,Manual,90149,Expired,Expired,Minor,Velachery,1,87637,1478,97637,180,Yes,Yes,No Response,Yes,Steven,No,174,Booked,OFF340,Engine Oil Discount,08-08-2025,No,No,No,No,No,No,No,No,No,7540,3,No,Delayed Pickup,251,-71,33.0,250,40,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,Hindi,Honda,City,2018,7,Petrol,Automatic,35987,Expired,Expired,Minor,OMR,7,32456,423,42456,180,No,No,Busy,Yes,Christopher,No,117,Booked,OFF114,Engine Oil Discount,08-08-2025,No,No,No,No,No,No,No,No,No,12196,1,Yes,Smooth Process,285,-105,204.0,284,32,True,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Hyundai,i20,2021,4,Petrol,Manual,119420,Expired,Expired,Major,Velachery,9,117719,2437,127719,-113,Yes,No,No Response,No,Karen,No,214,Call back later,OFF255,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9341,4,No,Satisfied,168,101,0.0,48,35,False,0.5,1,1,High Priority,"Dear Retail Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -113 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
OMR,Fleet,English,Hyundai,i20,2016,9,Petrol,Manual,65027,Expired,Expired,Minor,OMR,8,61583,597,71583,180,Yes,Yes,Busy,No,April,No,249,Booked,OFF729,15% OFF AMC,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12475,2,No,Smooth Process,103,77,0.0,102,35,False,0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Hindi,Ford,EcoSport,2021,4,Electric,Manual,113612,Expired,Active,Major,OMR,2,110822,2319,120822,180,Yes,Yes,No Response,No,Jeremy,No,197,Booked,OFF749,15% OFF AMC,12-08-2025,No,No,No,No,No,No,No,No,No,5115,1,No,Satisfied,155,25,0.0,154,36,False,0.5,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Tamil,Ford,EcoSport,2015,10,Petrol,Automatic,17347,Expired,Expired,Minor,Anna Nagar,2,15480,143,25480,180,No,Yes,Busy,Yes,Karen,No,102,Already serviced,OFF769,10% OFF Labour,01-08-2025,No,No,No,No,No,No,Yes,No,Yes,12130,2,No,Delayed Pickup,307,-127,32.0,304,33,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Hindi,Hyundai,i20,2020,5,Electric,Manual,67331,Expired,Active,Minor,T Nagar,9,65847,1104,75847,-54,No,No,Busy,No,David,No,134,Booked,OFF195,10% OFF Labour,26-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,13298,4,Yes,Delayed Pickup,170,40,0.0,50,37,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in -54 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Hindi,Ford,EcoSport,2021,4,Electric,Manual,113612,Expired,Active,Major,OMR,2,110822,2319,120822,180,Yes,Yes,No Response,No,Jeremy,No,197,Booked,OFF749,15% OFF AMC,12-08-2025,No,No,No,No,No,No,No,No,No,8161,3,No,Delayed Pickup,155,25,0.0,208,36,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,English,Hyundai,i10,2018,7,Petrol,Manual,64702,Expired,Expired,Minor,OMR,3,59920,761,69920,-86,Yes,No,No Response,No,Susan,No,215,Call back later,OFF936,Engine Oil Discount,03-08-2025,No,No,No,No,No,No,Yes,Yes,No,6550,5,Yes,Average,140,10,0.0,48,17,False,-0.15,1,1,High Priority,"Dear Retail Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -86 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
Anna Nagar,Retail,Hindi,Ford,EcoSport,2016,9,Electric,Manual,61177,Expired,Expired,Minor,Anna Nagar,6,59139,561,69139,328,Yes,No,Positive,No,Ashley,Yes,153,Booked,OFF890,15% OFF AMC,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5694,4,No,Unresponsive,266,-86,0.0,412,36,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 328 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Hindi,Ford,Aspire,2016,9,Electric,Automatic,15027,Expired,Expired,Minor,Velachery,4,10581,138,20581,180,Yes,Yes,Busy,Yes,Timothy,No,222,Call back later,OFF789,Free Wash,26-07-2025,No,No,No,No,No,No,No,No,No,8382,4,Yes,Delayed Pickup,130,50,14.0,126,-100,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Hindi,Hyundai,i20,2020,5,Electric,Manual,67331,Expired,Active,Minor,T Nagar,9,65847,1104,75847,-54,No,No,Busy,No,David,No,134,Booked,OFF195,10% OFF Labour,26-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,12899,4,Yes,Smooth Process,170,40,0.0,111,37,False,0.4,1,1,High Priority,"Dear Fleet Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -54 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
T Nagar,Corporate,English,Ford,Aspire,2017,8,Diesel,Manual,50620,Expired,Active,Minor,T Nagar,9,48282,522,58282,474,No,Yes,No Response,No,Julie,No,152,Booked,OFF350,10% OFF Labour,02-08-2025,No,No,No,No,No,No,Yes,No,Yes,14823,4,Yes,Delayed Pickup,240,-60,0.0,533,31,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 474 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Tamil,Hyundai,Creta,2016,9,Petrol,Manual,106348,Expired,Active,Major,OMR,7,104205,976,114205,91,No,Yes,Busy,No,Brian,No,32,Not interested,OFF577,Free Wash,26-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10663,4,Yes,Unresponsive,83,-110,0.0,-40,39,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 91 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,English,Ford,Aspire,2017,8,Petrol,Manual,40065,Expired,Active,Minor,Anna Nagar,1,37944,413,47944,180,Yes,Yes,Denied,Yes,Sean,No,132,Booked,OFF985,10% OFF Labour,07-08-2025,No,No,No,No,No,No,No,No,No,9544,4,No,Unresponsive,333,-153,84.0,537,30,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Tamil,Honda,City,2018,7,Petrol,Automatic,108292,Expired,Active,Major,Anna Nagar,3,103941,1274,113941,210,No,Yes,Positive,Yes,Jackie,Yes,242,Booked,OFF115,Free Wash,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4178,4,Yes,Delayed Pickup,357,-150,84.0,326,30,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 210 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Tamil,Ford,EcoSport,2020,5,Electric,Automatic,60905,Expired,Expired,Minor,OMR,6,57460,998,67460,358,Yes,Yes,No Response,Yes,Stephen,No,271,Not interested,OFF885,Free Wash,16-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,12273,1,No,Delayed Pickup,330,-177,13.0,504,-69,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 358 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Honda,Jazz,2018,7,Electric,Manual,16880,Expired,Active,Major,Velachery,8,15469,199,25469,180,Yes,Yes,Busy,No,Michael,No,273,Already serviced,OFF766,Free Wash,30-07-2025,No,No,No,No,No,No,No,No,No,8811,2,Yes,Delayed Pickup,74,106,0.0,70,38,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Maruti,Swift,2022,3,Petrol,Manual,108848,Active,Active,Major,Velachery,2,104610,2942,114610,180,No,Yes,No Response,Yes,Megan,No,218,Not interested,OFF698,Engine Oil Discount,30-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,13490,1,Yes,Average,343,-163,16.0,341,-69,True,-0.15,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Honda,Amaze,2021,4,Diesel,Manual,69598,Expired,Expired,Major,Anna Nagar,5,65518,1420,75518,180,No,No,Positive,No,Alexis,Yes,39,Booked,OFF458,Free Wash,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9727,2,No,Delayed Pickup,308,-128,0.0,307,145,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Honda,Amaze,2018,7,Electric,Manual,85083,Expired,Expired,Minor,Velachery,7,81720,1001,91720,180,Yes,No,Positive,Yes,Christopher,Yes,228,Already serviced,OFF427,15% OFF AMC,25-07-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,12063,5,No,Poor Service,367,-187,14.0,364,-39,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Hindi,Hyundai,i20,2018,7,Diesel,Automatic,74254,Expired,Expired,Major,Anna Nagar,5,72859,874,82859,180,Yes,Yes,No Response,No,Brent,No,258,Not interested,OFF353,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,9051,1,No,Average,261,67,0.0,231,-39,False,-0.15,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,English,Ford,EcoSport,2015,10,Electric,Manual,25432,Expired,Expired,Major,Velachery,5,23228,210,33228,180,No,Yes,Busy,Yes,Melissa,No,245,Booked,OFF412,15% OFF AMC,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12926,4,No,Delayed Pickup,54,-140,8.0,-68,15,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Hyundai,i20,2017,8,Electric,Automatic,80381,Expired,Expired,Major,Anna Nagar,1,75961,829,85961,180,No,No,Positive,Yes,Meghan,Yes,199,Not interested,OFF167,Free Wash,14-08-2025,No,No,No,No,No,No,Yes,No,Yes,7434,2,Yes,Unresponsive,139,41,11.0,135,16,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Tamil,Hyundai,i10,2015,10,Electric,Manual,101946,Expired,Active,Minor,Anna Nagar,6,98804,843,108804,180,No,Yes,No Response,Yes,Douglas,No,167,Booked,OFF889,10% OFF Labour,27-07-2025,No,No,No,No,No,No,No,No,No,3867,4,No,Unresponsive,156,24,13.0,153,-100,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,English,Ford,Figo,2021,4,Petrol,Manual,69468,Expired,Expired,Minor,T Nagar,4,67252,1418,77252,209,Yes,Yes,Denied,No,Jennifer,No,56,Not interested,OFF184,Free Wash,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,10746,4,Yes,Unresponsive,87,93,0.0,-36,204,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 209 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Maruti,Swift,2022,3,Petrol,Manual,104060,Active,Active,Minor,Velachery,6,101415,2812,111415,180,Yes,No,Positive,No,John,Yes,48,Call back later,OFF688,10% OFF Labour,21-07-2025,No,No,No,No,No,No,No,No,No,7230,3,Yes,Poor Service,213,-33,0.0,211,41,True,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Ford,EcoSport,2019,6,Electric,Manual,52421,Expired,Expired,Major,Velachery,9,47734,718,57734,180,Yes,Yes,Denied,Yes,Jeremy,No,94,Call back later,OFF355,Free Wash,21-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,13729,5,Yes,Poor Service,217,-37,10.0,213,13,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Hindi,Maruti,Baleno,2018,7,Petrol,Manual,72676,Expired,Active,Major,Velachery,7,68801,855,78801,180,No,Yes,Busy,Yes,Andrew,No,258,Not interested,OFF179,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14633,1,No,Smooth Process,63,117,31.0,61,36,False,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Hindi,Maruti,Baleno,2015,10,Diesel,Automatic,70149,Expired,Active,Minor,Velachery,10,67219,580,77219,180,No,No,Denied,Yes,Richard,No,238,Not interested,OFF594,15% OFF AMC,04-08-2025,Yes,No,No,Yes,No,No,No,No,No,7907,1,No,Average,46,105,-100.0,44,-39,False,-0.15,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Hindi,Hyundai,i10,2020,5,Diesel,Automatic,18041,Expired,Expired,Minor,Velachery,2,15939,296,25939,180,No,No,No Response,No,Cynthia,No,156,Not interested,OFF148,Free Wash,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4651,3,Yes,Unresponsive,154,26,0.0,177,-130,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,English,Maruti,Baleno,2018,7,Petrol,Automatic,82297,Expired,Expired,Minor,T Nagar,8,77404,968,87404,180,Yes,No,Denied,No,Roberto,No,232,Booked,OFF483,Free Wash,21-07-2025,No,No,No,No,No,No,No,No,No,5546,3,Yes,Poor Service,189,-9,0.0,188,-8,True,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,English,Maruti,Swift,2021,4,Petrol,Automatic,117989,Expired,Expired,Minor,OMR,1,116142,2408,126142,180,Yes,No,Positive,No,Amanda,Yes,89,Not interested,OFF903,Engine Oil Discount,22-07-2025,No,No,No,No,No,No,No,No,No,14658,4,Yes,Poor Service,226,-46,0.0,223,36,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,English,Ford,Figo,2022,3,Electric,Manual,34931,Active,Expired,Major,Velachery,6,33345,944,43345,180,Yes,Yes,Busy,Yes,Jack,No,228,Booked,OFF104,15% OFF AMC,05-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4561,3,No,Unresponsive,149,31,173.0,27,32,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,Tamil,Toyota,Yaris,2018,7,Petrol,Automatic,66917,Expired,Active,Minor,OMR,7,65736,787,75736,-25,Yes,No,Positive,No,Andrew,Yes,231,Already serviced,OFF929,10% OFF Labour,01-08-2025,No,No,No,No,No,No,No,No,No,3497,1,No,Poor Service,203,-23,0.0,83,-69,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in -25 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Tamil,Toyota,Etios,2017,8,Electric,Automatic,52425,Expired,Expired,Major,T Nagar,2,49250,540,59250,91,Yes,No,No Response,No,Brian,No,217,Already serviced,OFF100,Engine Oil Discount,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13872,5,No,Satisfied,51,-48,0.0,-41,84,True,0.5,1,1,Medium Priority,"Dear Corporate Customer,

Keep your vehicle in optimal condition with your upcoming service.
Service is due in 91 days.

Best regards,
AutoMoto AI Service Team","['Email', 'SMS']"
OMR,Fleet,Tamil,Honda,City,2018,7,Petrol,Manual,39769,Expired,Expired,Minor,OMR,4,35441,468,45441,-27,Yes,Yes,Positive,Yes,Jason,Yes,122,Not interested,OFF144,15% OFF AMC,14-08-2025,No,No,No,No,No,No,Yes,Yes,No,14790,4,Yes,Smooth Process,79,12,30.0,-13,34,False,0.4,1,1,High Priority,"Dear Fleet Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -27 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
