location,customer_type,make,model,year_of_purchase,customer_feedback,feedback_score,next_service_due_days,customer_segment,tailored_message,comms_protocol,telecaller_name
Anna Nagar,Fleet,Ford,EcoSport,2015,Delayed Pickup,2,180,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford EcoSport is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Karen
T Nagar,Fleet,Hyundai,i20,2020,Delayed Pickup,4,-54,High Priority,"Dear Fleet Customer,

We notice your vehicle is due for service soon. As a valued customer, we'd like to ensure you receive exceptional care. Your Hyundai i20 is due for service in -54 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 10% OFF Labour (Code: OFF195).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['WhatsApp', 'Email'], 'follow_up': 'Telecaller in 48h', 'escalation': 'Team lead'}",David
OMR,Fleet,Ford,EcoSport,2021,Delayed Pickup,3,180,Medium Priority,"Dear Fleet Customer,

We hope you're enjoying your vehicle. Your Ford EcoSport is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

Special offer: 15% OFF AMC (Code: OFF749).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Jeremy
OMR,Retail,Hyundai,i10,2018,Average,5,-86,High Priority,"Dear Retail Customer,

We notice your vehicle is due for service soon. As a valued customer, we'd like to ensure you receive exceptional care. Your Hyundai i10 is due for service in -86 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: Engine Oil Discount (Code: OFF936).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['WhatsApp', 'Email'], 'follow_up': 'Telecaller in 48h', 'escalation': 'Team lead'}",Susan
Anna Nagar,Retail,Ford,EcoSport,2016,Unresponsive,4,328,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford EcoSport is due for service in 328 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Ashley
Velachery,Corporate,Ford,Aspire,2016,Delayed Pickup,4,180,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Ford Aspire is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: Free Wash (Code: OFF789).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Timothy
T Nagar,Fleet,Hyundai,i20,2020,Smooth Process,4,-54,High Priority,"Dear Fleet Customer,

We notice your vehicle is due for service soon. As a valued customer, we'd like to ensure you receive exceptional care. Your Hyundai i20 is due for service in -54 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 10% OFF Labour (Code: OFF195).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['WhatsApp', 'Email'], 'follow_up': 'Telecaller in 48h', 'escalation': 'Team lead'}",David
T Nagar,Corporate,Ford,Aspire,2017,Delayed Pickup,4,474,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Ford Aspire is due for service in 474 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 10% OFF Labour (Code: OFF350).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Julie
OMR,Fleet,Hyundai,Creta,2016,Unresponsive,4,91,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai Creta is due for service in 91 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Brian
Anna Nagar,Corporate,Ford,Aspire,2017,Unresponsive,4,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Aspire is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sean
Anna Nagar,Fleet,Honda,City,2018,Delayed Pickup,4,210,Medium Priority,"Dear Fleet Customer,

We hope you're enjoying your vehicle. Your Honda City is due for service in 210 days.
Our records show your last service was a major one - this will be a routine maintenance.

Special offer: Free Wash (Code: OFF115).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Jackie
OMR,Fleet,Ford,EcoSport,2020,Delayed Pickup,1,358,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford EcoSport is due for service in 358 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Stephen
Velachery,Retail,Honda,Jazz,2018,Delayed Pickup,2,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Jazz is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Michael
